"CV Name","Method","Success","Processing Time (ms)","Time Per Publication (ms)","Total Publications","Verified Publications","Verified With Author Match","Link Provision Rate","Citation Count Availability","Metadata Richness","Input Tokens","Output Tokens","Total Tokens","API Calls","Error"
"QueeLim_Chng_CV","Claude AI","true","17789.58","2541.37","7","2","1","1.000","0.000","0.400","2450","1050","3500","2",""
"QueeLim_Chng_CV","ChatGPT AI","true","15301.38","2185.91","7","2","2","1.000","0.000","0.400","2450","1050","3500","2",""
"QueeLim_Chng_CV","Grok AI","true","19370.62","2767.23","7","2","2","1.000","0.000","0.400","2450","1050","3500","2",""
"randallkekoaakee","Traditional","true","105809.93","1429.86","74","1","1","1.000","0.000","0.400","13320","8880","22200","148",""
"randallkekoaakee","Gemini AI","true","31863.66","","","","","0.000","0.000","0.000","","","","",""
"randallkekoaakee","Claude AI","false","300010.00","","","","","","","","","","","","Timeout"
"randallkekoaakee","ChatGPT AI","false","300015.04","","","","","","","","","","","","Timeout"
"randallkekoaakee","Grok AI","true","146961.62","1959.49","75","63","63","1.000","0.000","0.400","26250","11250","37500","15",""
"sample-cv-architecture","Traditional","true","2837.24","2837.24","1","","","1.000","0.000","0.400","180","120","300","2",""
"sample-cv-architecture","Gemini AI","true","2931.73","2931.73","1","1","1","1.000","0.000","0.400","350","150","500","1",""
"sample-cv-architecture","Claude AI","true","4364.72","4364.72","1","","","1.000","0.000","0.400","350","150","500","1",""
"sample-cv-architecture","ChatGPT AI","true","3378.61","3378.61","1","","","1.000","0.000","0.400","350","150","500","1",""
"sample-cv-architecture","Grok AI","true","9297.12","9297.12","1","","","1.000","0.000","0.400","350","150","500","1",""
"sample-cv-public-health","Traditional","true","3363.63","3363.63","1","","","1.000","0.000","0.400","180","120","300","2",""
"sample-cv-public-health","Gemini AI","true","3600.41","1200.14","3","1","1","1.000","0.000","0.400","1050","450","1500","1",""
"sample-cv-public-health","Claude AI","true","12433.08","4144.36","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"sample-cv-public-health","ChatGPT AI","true","8097.11","2699.04","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"sample-cv-public-health","Grok AI","true","13350.59","4450.20","3","1","1","1.000","0.000","0.400","1050","450","1500","1",""
"Sample_2","Traditional","true","9180.01","1836.00","5","3","3","1.000","0.000","0.400","900","600","1500","10",""
"Sample_2","Gemini AI","true","5500.64","1100.13","5","4","4","1.000","0.000","0.400","1750","750","2500","1",""
"Sample_2","Claude AI","true","16957.02","3391.40","5","4","4","1.000","0.000","0.400","1750","750","2500","1",""
"Sample_2","ChatGPT AI","true","15684.62","3136.92","5","4","4","1.000","0.000","0.400","1750","750","2500","1",""
"Sample_2","Grok AI","true","13178.63","2635.73","5","4","4","1.000","0.000","0.400","1750","750","2500","1",""
"Sam_Abbott_CV","Traditional","true","7709.80","1927.45","4","2","2","1.000","0.000","0.400","720","480","1200","8",""
"Sam_Abbott_CV","Gemini AI","true","5713.63","1428.41","4","4","3","1.000","0.000","0.400","1400","600","2000","1",""
"Sam_Abbott_CV","Claude AI","true","15730.77","3932.69","4","3","2","1.000","0.000","0.400","1400","600","2000","1",""
"Sam_Abbott_CV","ChatGPT AI","true","10713.14","2678.29","4","4","3","1.000","0.000","0.400","1400","600","2000","1",""
"Sam_Abbott_CV","Grok AI","true","17555.39","4388.85","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"sanderijncels","Traditional","true","24088.67","1416.98","17","3","3","1.000","0.000","0.400","3060","2040","5100","34",""
"sanderijncels","Gemini AI","true","25625.07","502.45","51","30","29","1.000","0.000","0.400","17850","7650","25500","11",""
"sanderijncels","Claude AI","true","125458.49","2459.97","51","7","7","1.000","0.000","0.400","17850","7650","25500","11",""
"sanderijncels","ChatGPT AI","true","76021.31","2235.92","34","12","12","1.000","0.000","0.400","11900","5100","17000","7",""
"sanderijncels","Grok AI","true","73705.32","1445.20","51","13","13","1.000","0.000","0.400","17850","7650","25500","11",""
"Screenshot_26-7-2025_153215_zety.com","Traditional","true","8563.73","2854.58","3","","","1.000","0.000","0.400","540","360","900","6",""
"Screenshot_26-7-2025_153215_zety.com","Gemini AI","true","4525.37","4525.37","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_26-7-2025_153215_zety.com","Claude AI","true","8117.21","4058.61","2","","","1.000","0.000","0.400","700","300","1000","1",""
"Screenshot_26-7-2025_153215_zety.com","ChatGPT AI","true","7206.85","1441.37","5","","","1.000","0.000","0.400","1750","750","2500","1",""
"Screenshot_26-7-2025_153215_zety.com","Grok AI","true","46506.48","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165238_resume","Traditional","true","3612.60","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165238_resume","Gemini AI","true","3676.66","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165238_resume","Claude AI","true","4588.62","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165238_resume","ChatGPT AI","true","3670.28","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165238_resume","Grok AI","true","9640.17","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165321_resume","Traditional","true","3840.24","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165321_resume","Gemini AI","true","4043.08","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165321_resume","Claude AI","true","6993.26","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165321_resume","ChatGPT AI","true","4187.08","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_165321_resume","Grok AI","true","10099.04","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_16537_resume.io","Traditional","true","3799.50","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_16537_resume.io","Gemini AI","true","3749.46","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_16537_resume.io","Claude AI","true","4913.57","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_16537_resume.io","ChatGPT AI","true","3845.38","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_26-7-2025_16537_resume.io","Grok AI","true","16218.67","","","","","0.000","0.000","0.000","","","","",""
"Screenshot_7-7-2025_175225_resumebuildr.ai","Traditional","true","6308.00","3154.00","2","","","1.000","0.000","0.400","360","240","600","4",""
"Screenshot_7-7-2025_175225_resumebuildr.ai","Gemini AI","true","6032.31","3016.16","2","2","2","1.000","0.000","0.400","700","300","1000","1",""
"Screenshot_7-7-2025_175225_resumebuildr.ai","Claude AI","true","8454.62","4227.31","2","","","1.000","0.000","0.400","700","300","1000","1",""
"Screenshot_7-7-2025_175225_resumebuildr.ai","ChatGPT AI","true","5962.59","2981.30","2","","","1.000","0.000","0.400","700","300","1000","1",""
"Screenshot_7-7-2025_175225_resumebuildr.ai","Grok AI","true","18722.79","9361.39","2","","","1.000","0.000","0.400","700","300","1000","1",""
"Screenshot_7-7-2025_175237_resumebuildr.ai","Traditional","true","7392.95","2464.32","3","","","1.000","0.000","0.400","540","360","900","6",""
"Screenshot_7-7-2025_175237_resumebuildr.ai","Gemini AI","true","4917.17","1639.06","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Screenshot_7-7-2025_175237_resumebuildr.ai","Claude AI","true","12917.07","4305.69","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Screenshot_7-7-2025_175237_resumebuildr.ai","ChatGPT AI","true","6377.77","2125.92","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Screenshot_7-7-2025_175237_resumebuildr.ai","Grok AI","true","10665.64","10665.64","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_7-7-2025_175752_resumebuildr.ai","Traditional","true","5130.86","5130.86","1","","","1.000","0.000","0.400","180","120","300","2",""
"Screenshot_7-7-2025_175752_resumebuildr.ai","Gemini AI","true","4249.34","4249.34","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_7-7-2025_175752_resumebuildr.ai","Claude AI","true","7090.26","7090.26","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_7-7-2025_175752_resumebuildr.ai","ChatGPT AI","true","4969.84","4969.84","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_7-7-2025_175752_resumebuildr.ai","Grok AI","true","10906.75","10906.75","1","","","1.000","0.000","0.400","350","150","500","1",""
"Screenshot_7-7-2025_181853_enhancv.com","Traditional","true","9249.90","2312.47","4","","","1.000","0.000","0.400","720","480","1200","8",""
"Screenshot_7-7-2025_181853_enhancv.com","Gemini AI","true","6920.13","1730.03","4","1","1","1.000","0.000","0.400","1400","600","2000","1",""
"Screenshot_7-7-2025_181853_enhancv.com","Claude AI","true","11936.82","2984.20","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"Screenshot_7-7-2025_181853_enhancv.com","ChatGPT AI","true","7988.45","1997.11","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"Screenshot_7-7-2025_181853_enhancv.com","Grok AI","true","46671.61","","","","","0.000","0.000","0.000","","","","",""
"sheilajasanoff","Traditional","true","43809.43","2433.86","18","9","6","1.000","0.000","0.400","3240","2160","5400","36",""
"sheilajasanoff","Gemini AI","true","70418.95","529.47","133","128","126","1.000","0.000","0.400","46550","19950","66500","27",""
"sheilajasanoff","Claude AI","false","300008.90","","","","","","","","","","","","Timeout"
"sheilajasanoff","ChatGPT AI","false","300009.85","","","","","","","","","","","","Timeout"
"sheilajasanoff","Grok AI","true","131211.34","1286.39","102","99","99","1.000","0.000","0.400","35700","15300","51000","21",""
"Skills-based-career-changer","Traditional","true","2651.25","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-career-changer","Gemini AI","true","1419.26","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-career-changer","Claude AI","true","2840.21","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-career-changer","ChatGPT AI","true","2042.68","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-career-changer","Grok AI","true","18129.66","9064.83","2","","","1.000","0.000","0.400","700","300","1000","1",""
"Skills-based-experienced","Traditional","true","2103.41","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-experienced","Gemini AI","true","2979.22","2979.22","1","1","1","1.000","0.000","0.400","350","150","500","1",""
"Skills-based-experienced","Claude AI","true","3203.13","","","","","0.000","0.000","0.000","","","","",""
"Skills-based-experienced","ChatGPT AI","true","4519.00","4519.00","1","","","1.000","0.000","0.400","350","150","500","1",""
"Skills-based-experienced","Grok AI","true","12305.25","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...","Traditional","false","300010.71","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...","Gemini AI","true","147759.12","584.03","253","176","176","1.000","0.000","0.400","88550","37950","126500","51",""
"staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...","Claude AI","false","300008.38","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...","ChatGPT AI","false","300011.52","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...","Grok AI","false","300001.09","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...","Traditional","true","26377.72","1648.61","16","15","15","1.000","0.000","0.400","2880","1920","4800","32",""
"staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...","Gemini AI","true","13240.81","827.55","16","16","16","1.000","0.000","0.400","5600","2400","8000","4",""
"staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...","Claude AI","true","48323.06","3020.19","16","15","15","1.000","0.000","0.400","5600","2400","8000","4",""
"staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...","ChatGPT AI","true","31389.61","1961.85","16","13","13","1.000","0.000","0.400","5600","2400","8000","4",""
"staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...","Grok AI","true","41325.34","2582.83","16","16","16","1.000","0.000","0.400","5600","2400","8000","4",""
"staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...","Traditional","true","130529.32","1292.37","101","78","77","1.000","0.000","0.400","18180","12120","30300","202",""
"staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...","Gemini AI","true","65577.56","649.28","101","96","95","1.000","0.000","0.400","35350","15150","50500","21",""
"staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...","Claude AI","true","241270.47","2388.82","101","96","96","1.000","0.000","0.400","35350","15150","50500","21",""
"staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...","ChatGPT AI","false","300008.34","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...","Grok AI","true","177853.81","2195.73","81","78","77","1.000","0.000","0.400","28350","12150","40500","17",""
"staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...","Traditional","true","39111.43","1348.67","29","20","19","1.000","0.000","0.400","5220","3480","8700","58",""
"staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...","Gemini AI","true","28177.15","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...","Claude AI","true","92636.12","3194.35","29","25","24","1.000","0.000","0.400","10150","4350","14500","6",""
"staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...","ChatGPT AI","true","153980.69","5309.68","29","22","22","1.000","0.000","0.400","10150","4350","14500","6",""
"staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...","Grok AI","true","56588.63","1951.33","29","25","21","1.000","0.000","0.400","10150","4350","14500","6",""
"staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...","Traditional","true","1615.18","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...","Gemini AI","true","1348.04","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...","Claude AI","true","886.90","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...","ChatGPT AI","true","2169.19","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...","Grok AI","true","14733.43","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...","Traditional","true","116050.43","1415.25","82","71","71","1.000","0.000","0.400","14760","9840","24600","164",""
"staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...","Gemini AI","true","78884.37","717.13","110","101","99","1.000","0.000","0.400","38500","16500","55000","22",""
"staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...","Claude AI","true","1136.42","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...","ChatGPT AI","false","300011.80","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...","Grok AI","true","183242.83","1665.84","110","106","104","1.000","0.000","0.400","38500","16500","55000","22",""
"staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...","Traditional","true","145039.91","1436.04","101","83","82","1.000","0.000","0.400","18180","12120","30300","202",""
"staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...","Gemini AI","true","110326.39","685.26","161","160","158","1.000","0.000","0.400","56350","24150","80500","33",""
"staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...","Claude AI","true","1233.89","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...","ChatGPT AI","false","300008.17","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...","Grok AI","true","263776.29","1638.36","161","160","158","1.000","0.000","0.400","56350","24150","80500","33",""
"staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...","Traditional","true","81284.07","1890.33","43","40","9","1.000","0.000","0.400","7740","5160","12900","86",""
"staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...","Gemini AI","true","89871.61","646.56","139","123","121","1.000","0.000","0.400","48650","20850","69500","28",""
"staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...","Claude AI","true","1119.74","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...","ChatGPT AI","false","300011.49","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...","Grok AI","true","252950.79","1873.71","135","126","125","1.000","0.000","0.400","47250","20250","67500","27",""
"staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...","Traditional","true","71134.05","1247.97","57","44","44","1.000","0.000","0.400","10260","6840","17100","114",""
"staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...","Gemini AI","true","37610.57","637.47","59","53","53","1.000","0.000","0.400","20650","8850","29500","12",""
"staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...","Claude AI","true","1104.40","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...","ChatGPT AI","true","161247.29","2780.13","58","37","37","1.000","0.000","0.400","20300","8700","29000","12",""
"staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...","Grok AI","true","110574.98","1906.47","58","44","44","1.000","0.000","0.400","20300","8700","29000","12",""
"staffportal-curtin-edu-au-staff-profile-view-sarina-claassens-327ea294-...","Traditional","true","48031.11","1298.14","37","36","36","1.000","0.000","0.400","6660","4440","11100","74",""
"staffportal-curtin-edu-au-staff-profile-view-sarina-claassens-327ea294-...","Gemini AI","true","24716.16","668.00","37","37","37","1.000","0.000","0.400","12950","5550","18500","8",""
"staffportal-curtin-edu-au-staff-profile-view-sarina-claassens-327ea294-...","Claude AI","true","980.39","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-sarina-claassens-327ea294-...","ChatGPT AI","true","73647.78","1990.48","37","37","37","1.000","0.000","0.400","12950","5550","18500","8",""
"staffportal-curtin-edu-au-staff-profile-view-sarina-claassens-327ea294-...","Grok AI","true","56404.05","1524.43","37","37","37","1.000","0.000","0.400","12950","5550","18500","8",""
"staffportal-curtin-edu-au-staff-profile-view-steven-reddy-388571d7-...","Traditional","true","260310.19","1328.11","196","163","161","1.000","0.000","0.400","35280","23520","58800","392",""
"staffportal-curtin-edu-au-staff-profile-view-steven-reddy-388571d7-...","Gemini AI","true","133609.07","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-steven-reddy-388571d7-...","Claude AI","false","300001.24","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-steven-reddy-388571d7-...","ChatGPT AI","false","300004.61","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-steven-reddy-388571d7-...","Grok AI","false","300015.97","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-V-Pareek-...","Traditional","true","251240.12","1231.57","204","161","158","1.000","0.000","0.400","36720","24480","61200","408",""
"staffportal-curtin-edu-au-staff-profile-view-V-Pareek-...","Gemini AI","true","130555.62","","","","","0.000","0.000","0.000","","","","",""
"staffportal-curtin-edu-au-staff-profile-view-V-Pareek-...","Claude AI","false","300000.92","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-V-Pareek-...","ChatGPT AI","false","300004.12","","","","","","","","","","","","Timeout"
"staffportal-curtin-edu-au-staff-profile-view-V-Pareek-...","Grok AI","true","281697.17","1380.87","204","200","200","1.000","0.000","0.400","71400","30600","102000","41",""
"stevekelman","Traditional","true","57040.18","1213.62","47","11","11","1.000","0.000","0.400","8460","5640","14100","94",""
"stevekelman","Gemini AI","true","23238.48","484.13","48","48","48","1.000","0.000","0.400","16800","7200","24000","10",""
"stevekelman","Claude AI","true","104753.92","2182.37","48","48","48","1.000","0.000","0.400","16800","7200","24000","10",""
"stevekelman","ChatGPT AI","true","83668.54","1673.37","50","44","44","1.000","0.000","0.400","17500","7500","25000","10",""
"stevekelman","Grok AI","true","73694.76","1535.31","48","47","47","1.000","0.000","0.400","16800","7200","24000","10",""
"TE NING CHANG","Traditional","true","5428.26","1809.42","3","1","","1.000","0.000","0.400","540","360","900","6",""
"TE NING CHANG","Gemini AI","true","8771.91","730.99","12","4","2","1.000","0.000","0.400","4200","1800","6000","3",""
"TE NING CHANG","Claude AI","true","24866.10","2486.61","10","1","1","1.000","0.000","0.400","3500","1500","5000","2",""
"TE NING CHANG","ChatGPT AI","true","18223.70","1518.64","12","1","1","1.000","0.000","0.400","4200","1800","6000","3",""
"TE NING CHANG","Grok AI","true","38613.07","3217.76","12","7","7","1.000","0.000","0.400","4200","1800","6000","3",""
"thumbnail","Traditional","true","4257.56","","","","","0.000","0.000","0.000","","","","",""
"thumbnail","Gemini AI","true","4140.82","","","","","0.000","0.000","0.000","","","","",""
"thumbnail","Claude AI","true","6225.57","","","","","0.000","0.000","0.000","","","","",""
"thumbnail","ChatGPT AI","true","4268.17","","","","","0.000","0.000","0.000","","","","",""
"thumbnail","Grok AI","true","15662.93","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-deirdre-bloome#publications-tab...","Traditional","true","1532.87","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-deirdre-bloome#publications-tab...","Gemini AI","true","1376.74","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-deirdre-bloome#publications-tab...","Claude AI","true","3988.36","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-deirdre-bloome#publications-tab...","ChatGPT AI","true","2398.92","2398.92","1","","","1.000","0.000","0.400","350","150","500","1",""
"www-hks-harvard-edu-faculty-deirdre-bloome#publications-tab...","Grok AI","true","8701.62","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-graham-allison...","Traditional","true","1566.51","","","","","0.000","0.000","0.000","","","","",""
"www-hks-harvard-edu-faculty-graham-allison...","Gemini AI","true","4425.45","1106.36","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"www-hks-harvard-edu-faculty-graham-allison...","Claude AI","true","12451.74","3112.93","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"www-hks-harvard-edu-faculty-graham-allison...","ChatGPT AI","true","8444.03","2111.01","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"www-hks-harvard-edu-faculty-graham-allison...","Grok AI","true","13172.07","3293.02","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"www-rmit-edu-vn-profiles-d-joshua-dwight...","Traditional","true","2516.12","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-joshua-dwight...","Gemini AI","true","1404.48","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-joshua-dwight...","Claude AI","true","3046.38","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-joshua-dwight...","ChatGPT AI","true","1848.68","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-joshua-dwight...","Grok AI","true","8943.75","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-minh-dinh4...","Traditional","true","2372.70","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-minh-dinh4...","Gemini AI","true","1569.12","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-minh-dinh4...","Claude AI","true","3471.45","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-minh-dinh4...","ChatGPT AI","true","1748.56","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-minh-dinh4...","Grok AI","true","15155.61","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-tri-dangtran...","Traditional","true","2606.72","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-tri-dangtran...","Gemini AI","true","2642.34","660.59","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"www-rmit-edu-vn-profiles-d-tri-dangtran...","Claude AI","true","3145.50","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-tri-dangtran...","ChatGPT AI","true","2189.11","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-d-tri-dangtran...","Grok AI","true","22794.51","5698.63","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"www-rmit-edu-vn-profiles-h-anh-hoang62...","Traditional","true","2550.97","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-h-anh-hoang62...","Gemini AI","true","1726.25","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-h-anh-hoang62...","Claude AI","true","3694.03","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-h-anh-hoang62...","ChatGPT AI","true","2505.30","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-h-anh-hoang62...","Grok AI","true","8849.99","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-n-thao-nguyenhieu...","Traditional","true","2442.29","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-n-thao-nguyenhieu...","Gemini AI","true","1435.60","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-n-thao-nguyenhieu...","Claude AI","true","3308.16","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-n-thao-nguyenhieu...","ChatGPT AI","true","1858.70","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-n-thao-nguyenhieu...","Grok AI","true","14713.21","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-p-hung-phamviet2...","Traditional","true","2396.03","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-p-hung-phamviet2...","Gemini AI","true","1457.97","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-p-hung-phamviet2...","Claude AI","true","3747.69","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-p-hung-phamviet2...","ChatGPT AI","true","1818.43","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-p-hung-phamviet2...","Grok AI","true","19499.27","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ben-scott...","Traditional","true","2689.17","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ben-scott...","Gemini AI","true","1406.22","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ben-scott...","Claude AI","true","3091.85","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ben-scott...","ChatGPT AI","true","1758.05","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ben-scott...","Grok AI","true","11659.10","","","","","0.000","0.000","0.000","","","","",""
"www-rmit-edu-vn-profiles-s-ushik-shrestha...","Traditional","true","2544.59","","","","","0.000","0.000","0.000","","","","",""
